Geneid	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
YWHAB	3397	4110	4023	3853	2324	3266	1714	1599	2099	2214
PABPC1L	11	2	8	13	25	24	43	53	18	19
TOMM34	354	466	470	504	263	343	174	151	178	139
STK4-AS1	2	6	0	0	0	3	3	1	3	0
STK4	729	757	567	523	604	517	518	438	405	417
KCNS1	2	0	11	3	4	0	11	3	0	1
WFDC5	0	0	0	1	1	0	0	1	0	0
WFDC12	0	0	0	0	5	2	4	5	0	1
AL049767.1	0	0	0	0	1	1	1	0	0	0
PI3	150	335	497	293	855	830	144	160	106	175
SEMG1	1	0	8	3	18	58	3	1	8	11
SEMG2	0	0	0	0	0	2	0	0	1	0
AL035660.1	0	0	0	0	0	0	0	0	0	0
AL035660.2	0	0	0	0	0	0	0	0	0	0
SLPI	714	601	879	448	1836	961	628	448	765	381
MATN4	0	0	2	0	3	0	6	5	0	2
RBPJL	2	0	0	1	0	0	0	0	0	1
SDC4	3774	3627	3916	3177	4233	3924	4220	3886	2305	2334
AL021578.1	0	0	0	0	4	5	2	3	0	2
SYS1	426	476	258	279	188	260	378	322	328	441
SYS1-DBNDD2	0	0	0	0	0	0	2	0	0	0
TP53TG5	9	13	9	11	6	5	10	4	11	13
NDUFB4P10	1	0	0	0	1	0	0	0	0	0
DBNDD2	14	22	6	4	20	20	32	21	7	21
PIGT	3815	3348	2891	2565	1080	1366	1408	1399	2140	1781
MIR6812	0	0	0	0	1	0	0	0	0	0
AL031663.3	0	0	0	0	0	0	0	0	0	0
WFDC2	88	135	1	0	0	0	1	0	2	0
AL031663.2	0	0	0	0	0	0	0	0	0	0
RPL5P2	0	0	0	0	0	0	0	0	0	0
SPINT3	0	0	0	0	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0	0	0	0	0
AL031663.1	0	0	0	0	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0	0	0	0	0
HSPD1P21	0	0	0	0	0	0	0	0	0	0
EPPIN	0	0	0	0	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0	0	0	0	0
RNA5SP485	0	0	0	0	0	0	0	0	0	0
CCNB1IP1P2	0	0	0	0	0	0	0	0	0	0
WFDC9	0	0	0	0	0	0	0	0	0	0
WFDC10A	0	0	0	0	0	0	0	0	0	0
RPS2P7	0	1	1	0	2	0	1	0	0	0
WFDC11	0	0	0	0	0	0	0	0	0	0
WFDC10B	3	3	0	0	3	0	1	6	0	1
WFDC13	0	1	0	0	1	1	0	0	0	0
MIR3617	0	0	0	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0	0	0	0
HNRNPA1P3	0	0	0	0	0	0	0	0	0	1
WFDC3	13	22	4	4	55	55	11	7	13	2
SPINT5P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC38P	0	0	0	0	0	0	0	0	0	0
DNTTIP1	695	772	414	401	848	835	404	465	342	360
UBE2C	420	449	434	620	60	88	318	311	87	109
TNNC2	1	0	0	4	5	11	2	4	3	4
SNX21	29	25	31	36	43	88	32	59	25	48
ACOT8	490	698	514	606	751	724	471	446	494	614
ZSWIM3	51	43	48	38	42	44	58	67	32	55
ZSWIM1	203	183	138	168	75	108	108	106	98	83
SPATA25	0	4	0	1	1	8	2	4	11	11
NEURL2	0	1	1	4	3	5	5	7	3	9
CTSA	2552	4199	2070	2991	1816	4413	1328	1761	1917	3857
AL008726.1	0	0	0	0	0	0	0	0	0	0
PLTP	78	112	143	149	26	28	91	53	171	143
AL162458.1	2	2	2	0	10	17	16	17	15	18
PCIF1	795	825	901	973	292	305	561	515	441	422
ZNF335	440	510	449	416	289	254	265	268	278	268
FTLP1	0	0	0	0	0	0	0	0	0	0
MMP9	0	0	0	0	0	0	0	1	0	0
SLC12A5-AS1	0	1	0	0	0	0	0	1	0	0
SLC12A5	0	1	1	0	2	0	2	0	0	1
NCOA5	163	123	97	102	78	94	234	187	212	188
RPL13P2	0	0	0	0	0	0	0	1	0	0
CD40	2	8	5	17	9	4	43	58	17	25
AL031687.1	0	0	0	0	0	0	0	0	0	0
CDH22	2	0	0	0	0	0	0	0	1	0
SLC35C2	870	710	630	546	664	524	755	640	637	638
AL133227.1	0	0	0	0	0	1	0	0	0	0
ELMO2	113	200	157	205	161	202	124	121	98	142
ZNF663P	0	0	0	0	0	0	0	0	0	0
AL031686.1	0	0	0	0	0	0	0	2	0	0
MKRN7P	0	0	0	0	0	0	0	0	0	0
ZNF840P	0	0	0	0	0	0	0	0	0	0
ZNF334	12	15	14	25	0	0	14	12	0	2
OCSTAMP	0	0	0	0	0	0	0	0	0	0
SLC13A3	0	0	0	0	0	0	0	0	0	0
AL133520.1	2	3	1	0	3	0	4	0	0	4
TP53RK	174	214	129	170	157	137	157	156	146	148
AL031055.1	1	0	1	0	1	0	0	0	0	0
SLC2A10	509	356	196	157	37	24	254	188	96	95
RN7SKP33	0	0	0	0	0	0	0	0	0	0
AL354766.1	0	0	0	0	0	0	0	0	0	0
EYA2	2	0	0	0	0	0	2	5	0	0
AL354766.2	0	0	0	0	0	0	0	0	0	0
GAPDHP54	0	0	0	0	0	0	0	0	0	0
AL121776.1	0	0	0	0	0	0	0	0	0	0
AL022342.1	0	0	0	0	0	0	0	0	0	0
MIR3616	0	0	0	0	0	0	0	0	0	0
ZMYND8	1903	1595	1706	1491	908	844	1409	1147	1122	1197
AL031666.2	1	1	0	0	4	0	0	1	1	0
AL031666.3	0	0	0	0	2	3	0	0	0	0
AL031666.1	0	1	0	0	7	0	2	0	2	0
LINC01754	0	0	0	0	0	0	0	0	0	0
RPL35AP	0	0	0	0	0	0	0	0	0	0
RNU6-497P	0	0	0	0	0	0	0	0	0	0
RNU6-563P	0	0	0	0	0	0	0	0	0	0
NCOA3	762	780	875	787	651	533	650	581	670	716
AL034418.1	0	0	0	0	4	2	0	3	0	1
SULF2	2991	3038	4399	4499	1689	2354	3096	3084	2320	2059
AL354813.1	0	0	0	0	18	6	0	2	4	0
RNU7-173P	0	0	0	0	0	0	0	0	0	0
SRMP1	0	0	0	0	0	0	0	0	0	0
RNA5SP486	0	0	0	0	0	0	0	0	0	0
RNU7-92P	0	0	0	0	0	0	0	0	0	0
AL357558.2	1	0	0	0	0	1	2	0	0	0
AL357558.1	0	0	0	1	0	2	0	2	0	0
LINC01522	0	0	0	0	1	0	0	0	0	0
LINC01523	0	0	0	0	0	0	0	0	0	0
AL139351.1	0	0	0	0	0	0	0	0	0	0
LINC00494	0	0	0	0	0	0	0	0	0	0
AL137078.1	0	0	0	0	0	0	0	0	0	0
AL137078.2	0	0	0	0	0	0	0	0	0	0
AL049541.1	0	0	0	0	0	0	0	0	0	0
AL049541.2	0	0	0	0	0	0	0	0	0	0
RNU7-144P	0	0	0	0	0	0	0	0	0	0
PREX1	38	17	26	12	13	23	8	18	7	2
AL133342.1	0	0	0	0	0	0	0	0	0	0
ARFGEF2	3628	3703	4059	3882	1837	1863	2759	2239	2647	2663
SNAP23P1	0	0	0	0	0	1	0	0	0	0
CSE1L-AS1	2	0	0	0	0	0	0	0	0	0
CSE1L	1013	1020	1059	1139	1830	1964	1022	1020	911	1099
STAU1	5441	5009	4949	4188	2220	1699	4191	3393	3619	3516
ARPC3P1	2	1	1	1	3	0	2	4	2	5
DDX27	599	605	512	526	526	442	414	372	388	320
ZNFX1	1514	1581	1199	1058	1279	1064	1302	1067	890	911
ZFAS1	495	496	342	383	861	714	1020	999	703	909
RF02215	0	0	0	0	0	0	0	0	0	0
SNORD12C	0	0	0	0	0	1	2	0	0	0
RF02216	0	0	0	0	0	0	0	0	0	0
SNORD12B	0	0	0	0	0	1	9	1	3	0
RF02217	0	0	0	0	0	0	0	0	0	0
SNORD12	0	0	0	0	0	0	0	0	0	0
KCNB1	0	1	0	0	0	0	0	2	1	0
AL035685.1	0	0	0	0	0	0	1	1	0	1
PTGIS	0	0	0	0	0	2	0	0	0	0
B4GALT5	5401	5944	5936	5234	3019	2867	5004	4346	5173	4052
RN7SL197P	0	0	0	0	0	0	0	0	0	0
SNRPFP1	0	0	1	0	0	0	0	0	0	0
RNU6-919P	0	0	0	0	0	0	0	0	0	0
SLC9A8	633	632	566	513	549	534	433	408	486	355
AL162615.1	0	0	0	0	3	1	3	1	4	0
SPATA2	613	624	558	553	238	238	282	216	287	250
RNF114	1582	1664	1394	1445	977	1104	1559	1402	1245	1503
KRT18P4	0	0	0	0	0	1	0	0	0	1
RNU6-147P	0	0	0	0	0	0	0	0	0	0
SNAI1	4	6	4	0	0	1	5	10	2	11
TRERNA1	0	0	0	0	0	0	0	0	0	0
UBE2V1	23	16	17	19	37	37	59	49	24	37
TMEM189-UBE2V1	0	0	0	0	0	0	0	0	0	0
TMEM189	503	496	764	787	341	431	427	359	559	448
AL161937.2	0	0	0	0	2	1	0	0	6	12
AL161937.1	0	0	0	0	0	0	0	0	1	1
LINC01273	7	0	1	5	0	8	5	4	6	9
CEBPB-AS1	3	4	1	1	3	4	9	1	5	1
CEBPB	709	1389	883	1016	392	505	1155	1082	1194	1368
SMIM25	2	0	1	1	0	1	1	0	0	1
LINC01270	0	0	0	1	0	0	0	0	0	0
LINC01271	2	2	0	0	0	0	0	0	0	0
RN7SL636P	0	0	0	0	0	0	0	0	0	0
COX6CP2	0	0	0	0	0	0	0	0	0	0
PTPN1	921	772	661	672	394	465	515	438	541	514
RN7SL672P	0	0	0	0	0	0	0	0	0	0
AL133230.1	1	2	0	0	12	1	5	7	3	3
MIR645	0	0	0	0	0	0	0	0	0	0
RIPOR3	1	2	0	0	4	7	1	3	0	1
MIR1302-5	0	0	0	0	0	0	0	0	0	0
RPL36P2	0	0	0	0	0	0	0	0	0	0
AL353653.1	0	0	0	0	0	0	0	0	0	0
PARD6B	447	513	423	433	548	447	729	644	416	468
BCAS4	27	25	15	14	28	6	54	19	19	8
TMSB4XP6	0	0	0	0	0	0	0	0	0	0
ADNP	2012	1840	1843	1747	956	849	1727	1545	1474	1420
PSMD10P1	0	2	0	0	0	1	0	0	0	0
ADNP-AS1	0	1	0	0	4	10	16	2	2	8
DPM1	405	397	412	396	1463	1211	681	678	681	911
MOCS3	151	180	112	104	54	86	112	77	105	109
AL050404.1	0	0	0	0	0	0	0	0	0	0
KCNG1	99	123	360	352	102	65	205	169	21	59
AL121785.1	1	5	16	15	2	4	16	11	1	3
RPSAP1	0	0	1	0	0	0	0	0	0	0
NFATC2	55	69	20	16	22	28	38	37	4	0
MIR3194	0	0	0	0	0	0	0	0	0	0
ATP9A	3477	3651	2569	2569	1357	1289	4519	3647	2820	3210
AL138807.1	0	0	0	0	0	0	0	0	0	0
SALL4	2	0	0	0	2	1	2	0	0	0
LINC01429	0	0	0	0	1	0	0	2	0	0
RNU6-347P	0	0	0	0	0	0	0	0	0	0
RNU7-6P	0	0	0	0	0	0	0	0	0	0
ZFP64	381	296	333	256	95	83	213	189	217	204
ERP29P1	1	1	0	1	0	0	0	0	0	1
LINC01524	0	0	0	0	0	0	0	0	0	0
AL109610.1	0	0	0	0	0	0	0	0	0	0
AL049765.1	0	0	0	0	0	0	0	0	0	0
MRPS33P4	0	0	0	0	0	0	0	0	0	0
AL031674.1	0	0	0	0	0	0	0	0	0	0
AL121902.1	0	0	0	0	0	0	0	0	0	0
RPL36P1	0	0	0	0	0	0	0	0	0	0
TSHZ2	0	0	0	0	1	1	0	0	0	1
RN7SKP184	0	0	0	0	0	0	0	0	0	1
AL391097.1	0	0	0	0	0	0	0	0	0	0
AL391097.2	0	0	0	0	2	0	0	1	0	0
AL109930.1	0	0	0	0	0	0	0	0	0	0
AL354993.1	0	0	0	0	0	0	0	0	0	0
PPIAP10	0	0	0	0	0	0	0	0	0	0
AL354993.2	0	0	5	2	0	0	1	0	2	0
AL157838.1	3	0	4	5	25	11	25	28	9	5
ZNF217	1529	1497	1552	1326	949	699	1684	1388	1092	1074
AC005808.1	0	0	0	0	0	0	0	0	0	0
RNU7-14P	0	0	0	0	0	0	0	0	0	0
AC006076.1	0	0	0	0	0	0	0	0	0	0
SUMO1P1	0	0	0	0	0	0	0	0	0	0
BCAS1	1066	1228	1008	759	944	806	2580	2199	567	733
AC005220.1	0	0	0	0	0	2	0	0	0	0
MIR4756	0	0	0	0	0	0	0	0	0	0
CYP24A1	24	8	0	1	4	0	59	47	3	6
PFDN4	178	176	174	159	645	529	481	537	313	362
DOK5	0	0	0	0	0	0	0	0	0	0
RNU4ATAC7P	0	0	0	0	0	0	0	0	0	0
RPL12P4	45	38	19	24	10	12	41	47	32	31
LINC01440	0	0	0	0	0	0	0	0	0	0
LINC01441	0	0	0	0	0	0	0	0	0	0
AL160413.1	0	0	0	0	0	0	0	0	0	0
CBLN4	0	0	6	1	2	0	0	0	0	0
RNA5SP487	0	0	0	0	0	0	0	0	0	0
MC3R	0	0	0	0	0	0	0	0	0	0
AL139824.2	0	0	0	0	0	0	0	0	0	0
AL139824.1	0	0	0	0	0	0	0	0	0	0
FAM210B	75	140	235	261	163	290	231	191	70	110
AURKA	651	682	848	948	199	230	396	443	254	238
CSTF1	376	401	352	297	271	307	319	302	237	289
CASS4	0	0	0	0	0	0	1	0	0	0
RPL39P	0	0	0	0	0	0	0	0	0	0
RTF2	1196	1104	1180	988	914	728	1190	1028	950	1078
GCNT7	0	0	0	3	4	2	1	1	0	7
FAM209A	0	0	0	0	0	2	0	0	0	0
AL109806.1	1	0	0	0	2	0	0	0	0	0
FAM209B	1	2	7	5	5	4	0	2	1	2
LINC01716	0	0	0	0	0	0	0	0	0	0
RPS4XP3	0	0	0	0	0	1	0	0	0	1
TFAP2C	82	66	73	62	30	36	163	136	118	128
RNU6-1146P	0	0	0	0	0	0	0	0	0	0
RN7SL170P	0	0	0	0	0	0	0	0	0	0
PTMAP6	0	0	0	0	0	0	0	0	0	0
AL133232.1	0	0	0	0	0	0	0	0	0	0
RNU6-929P	0	0	0	0	0	0	0	0	0	0
AL157414.2	0	0	0	0	0	0	0	0	0	0
AL157414.1	0	0	0	0	0	0	0	0	0	0
AL157414.3	0	0	0	0	0	0	0	0	0	1
BMP7	1938	1474	1044	858	409	336	1738	1582	819	597
BMP7-AS1	0	0	0	0	0	0	1	1	0	0
AL122058.1	2	0	1	0	0	0	3	1	1	1
MIR4325	0	0	0	0	0	0	0	0	0	0
RPL39P39	0	0	0	0	0	0	0	0	0	0
SPO11	0	0	0	0	0	0	0	0	0	1
RAE1	378	377	441	346	167	189	276	233	288	241
MTND1P9	0	0	0	0	1	0	0	0	0	0
MTRNR2L3	0	0	0	0	1	0	0	0	0	0
AL109955.1	0	0	0	2	1	0	1	2	0	0
RBM38	408	409	493	423	195	241	282	287	172	161
HMGB1P1	0	1	0	2	0	0	1	0	1	0
CTCFL	0	6	0	21	1	22	3	33	6	58
PCK1	9444	43997	40574	62413	5821	19774	17371	24799	20362	48337
AL035541.1	0	0	0	0	0	0	0	0	0	1
ZBP1	20	23	10	2	27	20	28	14	4	13
PMEPA1	3321	1915	1592	1029	2199	1901	4875	4489	2289	1398
NKILA	20	13	7	8	33	45	19	19	5	3
MIR4532	0	0	0	0	0	0	0	0	0	0
AL354984.1	0	0	0	0	0	0	0	0	0	0
LINC01742	0	0	0	0	0	1	0	0	0	0
AL354984.2	0	0	0	0	0	0	0	0	0	0
AL354984.3	0	0	0	0	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0	0	0	0	0
ANKRD60	0	0	0	0	0	0	0	0	0	0
PPP4R1L	43	42	223	236	184	133	260	209	225	217
RAB22A	1966	2398	2084	2077	2200	2370	2103	2125	1895	2263
VAPB	1591	1629	1499	1609	742	783	1122	981	1182	1171
APCDD1L	0	0	0	0	3	0	0	0	0	0
APCDD1L-DT	0	0	0	0	0	0	0	0	0	0
AL050327.1	0	0	0	0	0	0	0	0	0	0
LINC01711	0	0	0	0	0	0	0	0	0	0
STX16	730	663	730	656	533	528	506	436	593	500
STX16-NPEPL1	0	0	0	0	0	1	5	1	2	2
NPEPL1	27	13	31	37	101	83	71	72	55	68
AL139349.1	0	0	0	0	4	6	0	3	1	2
PIEZO1P2	0	0	0	0	0	0	0	0	0	6
AL132655.3	0	0	0	0	0	0	0	0	0	0
AL132655.2	0	0	0	0	0	0	0	1	0	0
MIR296	0	0	0	0	0	0	0	0	0	0
MIR298	0	0	0	0	0	0	0	0	0	0
GNAS-AS1	0	0	1	0	1	0	5	2	2	0
AL132655.1	0	0	0	0	0	0	0	0	0	0
GNAS	19297	16598	15740	14742	6713	5049	10968	9317	10178	9031
RF02127	0	0	0	0	0	0	0	0	0	0
RF02128	0	0	0	0	0	0	0	0	0	0
RF02130	0	0	0	0	0	0	0	0	0	0
RF02131	0	0	0	0	0	0	0	0	0	0
AL121917.1	2	1	3	4	0	7	6	7	2	3
AL121917.2	0	0	0	0	2	0	0	1	0	0
AL109840.2	0	0	0	0	3	2	2	3	0	8
AL109840.1	0	0	0	0	0	0	0	0	1	0
NELFCD	581	656	557	556	341	404	363	324	285	226
CTSZ	7174	10936	7293	8468	3650	7154	4228	4429	4997	8692
TUBB1	0	2	2	2	1	5	2	1	2	1
ATP5F1E	1761	1682	2317	1778	6544	5929	2343	2885	2842	2843
PRELID3B	4130	4100	4486	3997	9734	7483	5471	5664	6382	7273
MRPS16P2	0	0	0	0	0	0	0	0	0	0
ZNF831	0	0	0	0	0	1	0	0	0	0
EDN3	136	220	32	23	2	13	37	38	12	23
AL035250.1	0	0	0	0	0	0	0	0	0	0
AL035250.2	0	0	0	0	0	0	0	0	0	0
PIEZO1P1	0	0	0	0	0	0	0	0	0	0
AL389889.1	0	0	0	0	0	0	0	0	0	0
PHACTR3	25	20	12	14	24	14	123	133	32	44
AL121908.1	0	0	0	0	0	0	0	0	0	0
RNU7-141P	0	0	0	0	0	0	0	0	1	0
SYCP2	2	3	0	4	15	8	16	12	10	10
FAM217B	119	145	69	94	60	97	236	239	158	344
PPP1R3D	185	169	151	151	86	95	218	196	195	228
CDH26	1	3	5	0	3	0	1	0	2	2
C20orf197	0	0	0	0	0	0	0	0	0	0
AL132822.1	0	0	0	0	0	0	0	0	0	0
MIR646HG	0	0	3	5	4	2	0	0	6	2
MIR646	0	0	0	0	3	0	0	0	0	0
MTCO2P1	0	0	0	0	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0	0	0
MIR548AG2	0	0	0	0	0	0	0	0	0	0
AL117372.1	0	0	0	0	0	0	0	0	0	0
AL139348.1	0	0	0	0	0	0	0	0	0	0
AL121910.1	0	0	0	0	0	0	0	0	0	0
LINC01718	0	0	0	0	0	0	0	0	0	0
CDH4	3	3	26	25	3	3	30	22	0	4
BX640515.1	0	0	0	0	0	0	0	0	0	0
AL160412.1	0	0	0	0	0	0	0	0	0	0
AL162457.1	0	0	0	0	0	0	0	0	0	0
AL162457.2	0	0	0	0	0	0	0	0	0	0
TAF4	550	668	464	615	272	301	323	287	249	254
MIR1257	0	0	0	0	0	0	0	0	0	0
AL137077.1	0	0	0	0	2	1	0	5	0	1
MIR3195	0	0	0	0	0	0	0	0	0	0
AL137077.2	3	12	6	9	7	19	3	7	1	5
LSM14B	734	693	569	601	333	331	582	460	471	410
PSMA7	2156	2434	2569	2788	4018	3871	2239	2491	2464	3323
SS18L1	139	132	80	108	186	216	204	184	197	161
MTG2	305	327	396	360	427	367	330	317	291	264
HRH3	0	0	0	0	0	0	0	0	0	0
OSBPL2	2059	2241	2202	2080	1443	1242	1930	1672	1613	1598
ADRM1	832	966	810	933	785	785	617	683	641	664
AL354836.1	3	6	2	2	23	8	19	25	18	19
LAMA5	2834	1966	2133	1563	2267	1155	4444	3207	2340	1422
MIR4758	0	0	0	0	0	0	0	0	0	0
LAMA5-AS1	0	0	0	0	2	0	1	7	0	0
AL121832.2	2	13	4	4	8	25	10	13	25	12
RPS21	4464	4416	4783	5200	9508	9220	8755	9600	6378	6754
CABLES2	113	160	177	217	67	109	110	101	96	88
AL121832.3	4	5	0	4	15	19	4	6	9	12
RBBP8NL	11	65	82	131	92	179	64	107	56	137
AL121832.1	2	0	1	0	1	2	0	5	4	3
GATA5	0	0	45	55	6	16	6	5	49	100
AL499627.2	0	0	0	1	0	1	0	0	0	0
AL499627.1	0	0	0	0	0	0	0	0	0	0
MIR1-1HG-AS1	0	0	0	0	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0	0	0	0	0
MIR1-1	0	0	0	0	0	0	0	0	0	0
MIR133A2	0	0	0	0	0	0	0	0	0	0
RPL7P3	0	0	0	0	0	0	0	0	0	0
BX640514.1	0	0	0	0	0	0	0	0	0	0
BX640514.2	13	7	6	6	3	3	9	2	1	2
AL450469.2	0	0	0	0	1	2	0	0	0	0
AL450469.1	0	0	0	0	0	0	0	0	0	0
AL357033.1	10	18	10	24	20	23	7	18	3	12
SLCO4A1	1649	1237	1060	973	718	536	656	693	706	497
AL357033.4	19	18	7	10	10	9	48	46	18	27
AL357033.3	4	5	1	1	15	5	7	7	11	6
SLCO4A1-AS1	22	55	38	59	64	69	24	36	31	60
LINC00686	0	0	0	0	0	0	0	0	0	0
NTSR1	0	3	4	1	31	20	1	3	6	7
AL357033.2	3	6	5	1	0	1	0	0	4	1
LINC00659	10	11	13	9	11	20	16	13	35	27
MRGBP	526	506	405	436	320	330	413	412	384	337
OGFR-AS1	0	1	1	0	11	5	1	6	0	3
OGFR	861	906	837	749	1001	859	851	710	603	646
COL9A3	5	24	11	8	15	32	41	51	41	62
TCFL5	154	198	120	170	67	133	143	135	108	106
DPH3P1	0	0	0	0	0	0	0	0	0	0
ARF4P2	0	0	0	0	0	0	0	0	0	0
DIDO1	766	679	628	605	714	580	897	856	894	726
AL117379.1	5	0	3	1	7	7	6	6	14	6
GID8	1635	1571	1448	1300	549	549	1162	999	968	882
SLC17A9	208	146	30	13	27	11	36	36	51	30
BHLHE23	0	0	0	0	0	0	0	0	0	0
LINC01749	0	0	2	0	0	0	0	0	0	0
LINC00029	0	0	0	0	0	0	0	0	0	0
LINC01056	0	0	0	0	0	0	0	0	0	0
HAR1B	0	0	5	0	0	0	0	0	0	3
RF00635	0	0	0	0	0	0	0	0	0	0
HAR1A	0	4	2	7	8	4	4	2	10	8
AL096828.2	0	0	0	0	0	0	0	0	0	0
AL096828.1	0	0	0	0	0	0	0	0	0	0
MIR124-3	0	0	0	0	0	0	0	0	0	0
YTHDF1	1088	1102	923	853	575	547	713	616	601	628
AL096828.3	0	0	0	0	0	0	0	0	2	1
BIRC7	0	0	0	0	1	0	3	3	0	0
MIR3196	0	0	0	0	0	0	0	0	0	0
NKAIN4	0	1	0	4	0	0	0	6	0	0
FLJ16779	0	0	0	0	0	1	3	0	0	0
ARFGAP1	1442	1425	1182	1194	1562	1211	1322	1323	1555	1278
MIR4326	0	0	0	0	5	0	1	1	0	0
COL20A1	0	0	0	0	0	0	0	2	0	0
RNU6-994P	0	0	0	0	0	0	0	0	0	0
CHRNA4	0	0	0	0	0	0	0	0	0	0
AL121827.1	0	0	0	0	0	0	0	0	0	0
KCNQ2	0	0	0	0	0	0	0	0	0	1
AL353658.2	0	0	0	0	0	0	0	0	0	0
AL353658.1	0	0	0	0	0	0	0	0	0	0
EEF1A2	63	58	28	18	25	13	32	21	6	1
AL121829.1	0	0	0	0	0	0	0	0	0	0
PPDPF	7109	5824	6273	5130	2318	1436	3378	3199	3388	2451
PTK6	3250	3867	2906	2918	1465	1381	2576	2568	2574	2675
SRMS	95	77	32	24	30	17	99	73	82	46
AL121829.2	2	1	2	0	1	0	4	1	2	2
FNDC11	60	56	29	31	32	25	68	62	47	26
HELZ2	1902	2078	1802	1659	1860	1271	1700	1502	947	711
GMEB2	571	632	531	494	358	305	415	419	391	382
MHENCR	20	22	17	20	6	29	20	31	6	27
STMN3	5	7	4	3	8	3	4	4	1	0
RTEL1	3	1	4	3	13	12	8	8	1	2
RTEL1-TNFRSF6B	2	2	0	3	35	22	24	11	6	4
TNFRSF6B	0	0	0	0	0	0	0	0	0	0
ARFRP1	182	355	257	261	391	397	173	171	214	211
ZGPAT	61	72	48	70	91	63	74	69	50	70
AL121845.3	0	0	0	0	8	2	0	0	0	1
AL121845.4	0	0	0	0	2	2	0	0	0	0
LIME1	2	1	2	3	11	13	8	7	7	8
AL121845.2	0	0	0	0	0	0	0	0	0	0
SLC2A4RG	399	399	344	412	260	207	197	257	184	153
ZBTB46	51	99	60	69	71	107	27	41	12	19
AL121845.1	0	0	0	0	0	0	0	0	0	0
ZBTB46-AS1	0	0	0	0	1	0	0	0	0	0
C20orf181	0	0	0	0	0	0	0	0	0	0
AL118506.1	38	41	23	14	45	86	55	56	49	43
ABHD16B	0	0	0	0	0	0	0	0	0	0
TPD52L2	2142	2158	1895	2045	2534	2326	2152	2053	2460	2206
DNAJC5	5127	5362	4337	4434	3076	3153	3588	3422	4270	3835
RNU1-134P	2	0	0	0	6	2	2	3	0	3
MIR941-1	0	0	0	0	1	0	1	1	1	0
MIR941-2	0	0	0	0	0	0	0	1	0	0
MIR941-3	0	0	0	1	0	0	0	0	1	0
MIR941-4	0	0	1	0	0	0	0	0	0	0
MIR941-5	0	0	0	1	1	1	0	0	1	0
UCKL1	458	645	497	635	739	757	686	790	627	617
MIR1914	0	0	0	0	0	0	0	0	0	0
MIR647	0	0	0	0	13	18	4	5	3	1
UCKL1-AS1	20	21	14	5	39	20	25	27	18	25
ZNF512B	4	26	1	10	3	18	13	18	1	16
SAMD10	145	157	125	120	94	84	153	156	74	87
PRPF6	1295	1207	1223	1055	606	545	659	589	647	586
C20orf204	0	2	0	0	5	0	0	1	0	1
SOX18	0	0	0	0	0	0	0	0	0	0
TCEA2	36	39	3	16	6	3	25	32	3	3
AL355803.1	0	0	0	0	0	0	0	0	0	0
RGS19	47	24	7	11	6	1	10	4	0	4
MIR6813	0	0	0	0	0	0	0	0	0	0
OPRL1	0	0	0	0	0	0	0	0	0	0
LKAAEAR1	0	0	0	0	0	0	0	0	0	0
MYT1	0	0	0	0	0	0	0	0	0	0
NPBWR2	0	0	0	0	0	0	0	0	0	0
PCMTD2	177	236	245	198	271	345	662	571	302	313
AL137028.2	0	0	0	0	0	0	0	1	0	0
CICP4	0	0	0	0	0	0	0	0	0	0
LINC00266-1	1	0	2	0	0	0	4	0	0	0
AL137028.1	0	0	0	0	0	0	0	0	0	0
FP565260.4	0	0	0	0	0	0	0	0	0	0
FP565260.3	26	32	33	48	16	16	74	50	0	3
FP565260.5	0	0	0	0	0	0	0	0	0	0
GATD3B	75	69	99	133	66	63	61	81	160	161
FP565260.2	0	0	0	0	0	0	0	0	0	0
FP565260.1	102	119	161	138	72	76	92	72	130	114
FP565260.6	20	17	24	37	28	26	37	24	38	46
AC079801.1	0	0	0	0	0	0	0	0	0	0
LINC01670	1	0	2	1	0	0	4	2	3	3
CU633967.1	0	0	0	0	0	0	1	0	0	0
FP236315.2	0	0	0	0	0	0	0	0	0	0
FP236315.3	0	0	0	0	0	0	0	0	0	0
FP236315.1	0	0	0	0	0	0	0	0	0	0
H2BFS	1	0	0	0	0	1	0	0	0	1
CU639417.2	0	0	0	0	0	0	0	0	0	0
CU639417.1	0	0	0	0	0	0	0	0	0	0
LINC01669	0	0	0	0	0	0	0	0	0	0
CU639417.3	0	0	0	0	0	0	0	0	0	0
CU639417.4	0	0	0	0	0	0	0	0	0	0
SIK1B	25	24	0	0	20	7	67	87	13	27
CU633906.1	0	0	0	0	1	0	5	2	0	1
CU633906.4	0	0	0	0	0	0	0	0	0	0
CU633906.3	0	0	0	0	0	0	0	0	0	0
CU633906.2	0	0	1	0	1	0	1	0	0	0
CBSL	0	0	0	2	1	0	168	85	113	75
U2AF1L5	4	1	4	0	14	10	16	36	5	11
FP236240.3	0	0	0	0	0	0	0	0	0	0
