Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Ctbp2_KO1	Ctbp2_KO2
AC117235.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC135509.1	0	1	0	0	0	0	0	0	0	0	1	2	0	2	0	0	2	0
Gm27359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122453.2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
AC122453.1	8	11	5	40	49	68	13	44	3	45	49	30	9	9	17	15	8	11
Gm6594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134555.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkdcc	485	539	794	1222	1262	1164	1255	1099	1030	1003	577	777	798	737	662	534	498	510
Gm24240	2	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0
Rpl21-ps7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
Eml4	1862	1730	2200	2506	2414	2312	1913	3435	2716	2307	2796	2707	2503	2572	2150	1957	1881	1951
Cox7a2l	2585	2642	5483	4592	5233	4770	6610	4930	6117	4800	3035	3504	3018	3229	2952	2853	2347	2383
Kcng3	3	0	7	5	0	0	10	5	0	5	0	6	5	9	2	7	1	2
Mta3	713	779	1248	1170	1430	1218	1366	1097	1464	1075	772	830	854	887	726	841	708	598
Haao	1	4	6	8	2	22	1	0	13	0	0	0	4	0	0	0	0	1
C430042M11Rik	28	32	51	44	40	62	68	152	55	32	20	52	28	24	47	28	28	43
AC091309.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091309.1	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC091309.7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091309.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC091309.2	6	4	0	3	12	2	1	27	16	18	0	9	0	5	2	0	4	7
Gm37549	0	0	0	3	0	8	0	0	12	0	0	4	1	0	0	0	1	0
AC091309.5	4	10	1	10	15	8	14	0	16	10	15	13	2	4	11	13	7	7
AC091309.3	2	2	0	0	5	18	0	0	7	4	4	2	2	1	0	0	0	4
AC132455.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132455.2	138	166	174	151	328	203	306	133	200	261	61	116	202	245	169	166	112	177
Zfp36l2	2219	2406	4892	6054	5350	6459	5144	5804	4420	5044	3347	3944	2394	2770	2735	2755	2537	2235
AC132455.1	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	4
Thada	88	147	115	76	183	202	207	246	129	107	397	294	94	146	186	202	189	124
Gm24492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm24722	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	4	0
Plekhh2	31	19	16	37	78	38	52	3	68	15	34	36	14	20	49	47	25	19
AC132353.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132353.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync2li1	17	18	77	49	34	39	36	50	22	28	27	29	19	30	32	19	14	16
Abcg5	99	129	205	293	147	136	204	113	91	44	157	148	81	85	90	65	73	79
Abcg8	105	85	401	407	168	250	241	122	12	75	140	144	74	97	87	72	107	67
Lrpprc	528	697	659	647	1277	1203	864	1790	948	885	1957	1858	655	769	943	964	1042	717
AC165360.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1
AC122243.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122243.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC142103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110020A21Rik	17	44	6	7	8	0	14	10	17	13	11	26	34	24	13	25	19	26
Ppm1b	2274	2330	2633	2903	3112	2986	2835	3264	3249	2862	2043	2731	2853	3007	2284	2370	2036	2418
Slc3a1	7839	9210	4400	3615	5643	4932	8181	9841	12034	10738	2891	2482	8626	9651	5188	5483	7153	6869
Prepl	1410	1852	992	777	1381	1338	1415	2758	2804	2130	1043	963	1742	1900	1356	1428	1640	1481
Camkmt	118	195	196	188	206	233	323	277	249	162	193	243	196	218	181	127	146	146
Rpl31-ps16	1	1	9	11	8	10	0	8	0	4	0	6	6	7	3	0	1	0
AC154217.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Gm27178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Six3os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Six3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Gm27610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Six2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC166821.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151289.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srbd1	139	144	102	78	250	255	126	188	145	91	350	356	100	195	177	159	179	146
Prkce	1539	1915	2499	2520	1605	1906	2092	2628	3043	2681	1407	1476	2233	2338	1459	1514	1609	1560
AC154542.1	0	0	0	0	0	0	0	6	0	0	1	0	0	3	4	0	3	0
2010106C02Rik	16	13	31	7	5	0	15	0	17	0	0	10	3	13	12	10	13	17
Gm10309	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC096777.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epas1	1435	1752	3610	3506	1751	1570	2729	3287	2887	2945	1012	894	2056	2213	1613	1461	1858	1662
AC096777.1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm29168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Rhoq	270	373	173	148	328	423	428	707	353	283	223	202	235	305	447	385	365	275
AC154492.2	1	0	0	0	8	0	0	19	0	2	3	4	0	0	7	2	9	4
Pigf	166	188	85	50	63	64	165	122	185	108	130	232	177	157	214	244	133	146
Cript	1645	1628	511	317	598	290	522	697	559	692	914	1007	1405	1673	1233	1331	1053	1138
Gm24648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5499	5	5	3	2	3	2	4	9	1	6	0	1	5	12	6	2	3	1
Socs5	205	245	445	227	455	565	367	481	306	262	276	305	161	227	312	263	310	219
Gm22346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC129309.1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Mcfd2	2414	2480	2757	2405	2374	1964	3327	2455	3446	2734	1131	1444	2368	2704	2116	2147	1868	2159
4833418N02Rik	57	44	70	57	90	5	62	152	59	60	73	76	99	93	69	57	60	61
Ttc7	3009	3328	5230	5493	4080	4206	6168	6174	6012	6084	2930	2442	4018	4242	2941	2847	2980	2960
Gm15978	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610012D04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Stpg4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	1
Calm2	8642	8880	4936	4186	6461	5091	5268	5362	5319	5226	5655	8474	7928	9618	8442	9049	6948	7427
Gm26005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122818.4	0	1	0	4	7	5	0	0	0	0	0	4	0	0	1	0	0	2
AC122818.3	11	2	6	3	18	22	31	3	19	3	0	1	5	8	7	8	1	3
Gm28676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122818.1	0	2	17	0	9	1	0	0	8	1	4	0	14	8	3	1	1	4
AC122818.2	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0
Epcam	32326	31970	37956	30782	28195	27306	56033	43025	52843	33474	20987	25941	38729	40127	26860	26891	24571	27046
Msh2	134	170	118	142	466	366	245	302	158	137	604	521	117	199	296	355	294	190
Kcnk12	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
AC124316.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087233.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087233.2	1	1	0	2	3	0	5	0	0	0	0	0	3	0	0	2	0	0
Msh6	377	359	258	376	786	678	553	540	583	512	928	969	394	415	480	521	536	385
Fbxo11	1067	1186	659	563	594	602	442	1115	563	674	1337	1344	1174	1478	1134	1197	1107	1041
Gm4832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm26612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC165153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC165153.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxn2	81	149	156	88	102	180	110	245	110	111	276	275	92	147	143	216	158	145
Ppp1r21	524	535	459	565	636	684	686	879	706	560	555	554	523	566	530	535	481	478
Gm38109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ston1	649	610	1502	1568	1396	1324	1211	1053	1526	1172	805	914	672	731	746	630	692	725
AC166350.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC166350.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gtf2a1l	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1
Lhcgr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT009630.1	0	1	0	1	5	0	6	0	9	0	0	3	0	2	2	0	3	0
Fshr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT025565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT025565.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154561.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10184	4	2	1	1	1	3	0	9	3	1	6	7	5	4	6	1	6	2
AC154338.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nrxn1	1	6	0	0	5	0	1	6	0	1	7	4	18	11	1	6	4	5
Gm24510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC165087.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
AC165087.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6741	1	1	0	0	0	0	0	0	2	0	0	2	1	1	0	2	0	0
AC151288.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT030642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT030642.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC158391.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC158391.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154617.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT025880.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT025880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT030193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC156027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151272.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT010580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC154798.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC154798.1	1	3	3	0	0	0	0	0	0	0	7	0	2	5	10	3	12	10
Adcyap1	128	88	150	143	144	156	155	174	112	64	136	197	48	76	148	139	202	209
Gm25935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT030715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT030715.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT030715.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116658.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122536.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC159289.2	0	0	1	4	7	2	1	0	1	0	0	0	2	0	2	0	0	0
AC159289.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC165075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Mettl4	135	183	54	50	162	48	39	169	97	101	552	507	141	154	236	216	258	219
2700099C18Rik	8	8	12	3	2	0	10	0	2	7	32	25	5	7	10	19	21	5
Gm27038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1976	38	46	45	30	41	91	38	59	34	37	80	74	25	39	62	55	79	44
Gm23964	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC144860.3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
AC144860.4	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0
AC144860.1	16	10	4	5	13	6	8	17	8	10	37	56	14	15	15	30	7	22
Gm26734	1	3	0	3	5	9	0	15	0	0	7	7	0	4	1	3	4	0
AC144860.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm20939	49	68	40	10	18	38	28	0	9	13	115	139	66	93	70	69	58	63
Gm23102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125218.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125218.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC125218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crem	121	140	82	48	89	94	95	102	42	110	76	98	115	148	128	150	117	124
Gm6225	5	2	2	0	5	6	2	0	0	0	6	10	3	8	2	4	0	2
Cul2	589	678	443	222	388	438	491	650	426	305	944	923	548	714	686	657	664	597
AC124336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC140240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G430049J08Rik	4	9	6	1	158	0	55	9	0	37	0	4	37	11	15	14	13	47
AC140240.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bambi	39	53	96	145	78	36	95	24	41	46	28	32	40	41	44	64	24	43
AC140240.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC127229.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140298.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131705.1	0	0	0	0	1	0	0	0	1	0	2	2	0	0	2	4	0	0
AC114652.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lyzl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm10557	65	88	60	36	57	27	58	90	88	68	96	87	68	70	73	73	87	74
AC138768.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k8	17	30	51	10	35	52	12	34	29	35	25	25	36	32	19	25	16	17
AC138768.1	1	3	3	1	0	0	17	0	0	0	0	1	3	2	0	0	1	1
AC138768.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26865	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mtpap	266	286	192	171	249	224	187	303	265	167	387	412	239	310	329	279	238	254
AC138768.3	0	0	0	0	0	0	0	0	0	0	12	1	2	0	0	1	0	0
AC148336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jcad	47	44	82	98	91	113	113	75	72	58	176	152	29	28	97	80	84	53
AC147227.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svil	697	756	977	938	1137	1079	1298	1369	1288	1196	1066	1046	906	1007	729	822	828	805
Gm26682	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0
Zfp438	51	62	39	47	55	62	36	72	41	40	73	51	50	57	53	27	49	49
AC111128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111128.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeb1	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
Gm16147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC168050.1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
AC168050.2	0	2	0	0	0	0	0	0	0	0	1	3	1	3	4	2	1	0
Arhgap12	1924	1917	1309	848	1083	708	1241	1797	1248	1315	2110	2212	2161	2431	1859	1923	1804	1775
Kif5b	4825	6217	5389	3875	3864	4691	4368	8497	5372	4922	7033	6291	5699	6701	5967	5936	5645	5479
Gm17036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113003.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
Rpl27-ps3	3	5	10	14	19	7	22	7	9	20	4	9	3	4	1	5	5	3
AC149589.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6291	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Epc1	339	333	454	388	466	275	396	467	396	396	434	440	414	456	391	342	376	306
Gm28529	4	0	22	17	9	0	14	32	0	5	10	4	5	2	2	1	4	0
Mir1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115302.1	2	1	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2
4921524L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131796.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab18	2367	2755	1704	1350	1452	1625	2557	2631	2847	1395	1764	2356	2524	3027	2648	2896	2355	2674
AC131796.1	15	13	16	37	58	41	18	24	0	47	9	23	18	13	11	17	6	13
AC131796.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC148004.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkx	2	5	0	6	6	0	10	0	0	3	36	17	7	3	16	6	4	4
AC148004.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AC139334.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
AC139334.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139334.3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mpp7	242	328	304	190	312	330	320	523	290	287	536	577	256	344	394	395	349	334
AC139157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp5l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC130218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC130718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC130718.2	3	1	0	2	1	0	7	0	0	0	0	8	1	4	2	2	1	0
Wac	1507	1831	1045	1299	1545	1260	1099	1964	1060	1448	2085	2067	1843	1868	1562	1497	1549	1483
Gm7502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC148013.1	3	4	1	1	7	4	1	4	1	7	12	9	5	4	0	6	5	3
AC141429.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141429.1	0	0	0	0	2	0	0	0	0	3	0	1	3	1	0	0	0	0
AC123951.1	0	1	1	0	5	17	6	0	0	2	1	0	4	4	0	0	1	2
AC122826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5819	0	4	0	5	0	0	0	0	0	0	1	0	1	1	9	0	0	0
Gm26119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC126041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd8	156	187	165	192	98	141	272	315	178	209	150	200	211	266	121	145	242	179
Gjd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccny	1519	1845	1525	1537	1585	1425	1991	1602	1990	1895	1859	1803	1668	1885	1655	1537	1770	1647
AC161530.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC158568.2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
AC158568.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102492.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC102492.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colec12	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC163101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC163101.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17430	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm7497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114677.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc1	144	148	46	52	81	31	39	107	53	40	356	363	133	163	191	223	209	184
Usp14	565	660	503	203	408	367	342	521	392	257	1428	1344	577	587	958	885	787	704
Rock1	1700	2180	1034	804	755	726	728	986	806	972	2560	2386	2046	2324	1853	2044	1909	1622
Gm2531	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Gm26244	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102437.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102437.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102437.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124740.2	4	5	0	1	7	0	0	0	1	0	0	0	2	3	1	1	6	0
